"V1","V2","angle"
-1.83418548107147,-0.443517237901688,"37"
-1.46339499950409,-0.0540719330310822,"37"
-1.65438306331635,-0.259643584489822,"37"
-0.923395931720734,0.318478554487228,"37"
-0.422341167926788,0.283265322446823,"37"
-2.20763278007507,-0.163049966096878,"37"
-0.274378597736359,0.367123335599899,"37"
-1.71656405925751,0.28405687212944,"37"
-1.78991734981537,-0.00929334759712219,"37"
-1.24332749843597,0.408031910657883,"37"
-1.40113914012909,0.0314569175243378,"37"
-0.847258388996124,0.342978924512863,"37"
-1.78024399280548,-0.0608737766742706,"37"
-1.16111314296722,0.333069294691086,"37"
-1.56611621379852,0.0664121806621552,"37"
-0.86038476228714,0.272587031126022,"37"
-1.33780229091644,0.00281092524528503,"37"
-1.66048443317413,-0.167851954698563,"37"
-1.05305254459381,-0.0618286430835724,"37"
-1.0623105764389,0.5361168384552,"37"
-0.885762512683868,0.419737070798874,"37"
-0.888412773609161,0.162850826978683,"37"
-1.27683055400848,0.182394713163376,"37"
-1.3063668012619,0.0750760734081268,"37"
-2.0200834274292,-0.193379670381546,"37"
-1.05865132808685,0.443402260541916,"37"
-1.61918389797211,0.0803608596324921,"37"
-1.22707641124725,0.107232540845871,"37"
-1.35819280147552,0.00581738352775574,"37"
-1.25901019573212,-0.0387773811817169,"37"
-0.736512959003448,0.364783495664597,"37"
-1.57050120830536,-0.308745414018631,"37"
-1.03954780101776,0.509137392044067,"37"
-1.03934895992279,0.486031740903854,"37"
-0.99480277299881,0.407020062208176,"37"
-0.855570614337921,0.431935042142868,"37"
-1.51692616939545,-0.0363657772541046,"37"
-1.06903350353241,0.255842179059982,"37"
-1.53982865810394,0.241692751646042,"37"
-1.04918944835663,0.40465971827507,"37"
-1.51086604595184,0.077583521604538,"37"
-0.949685394763947,0.231887072324753,"37"
-1.69620668888092,-0.460237771272659,"37"
-1.79436886310577,-0.321125060319901,"37"
-1.78349721431732,-0.299451142549515,"37"
-1.10305869579315,0.225813835859299,"37"
-1.67194736003876,0.338082283735275,"37"
-1.37045276165009,-0.0201044380664825,"37"
-1.53961408138275,-0.119376689195633,"37"
-2.1983048915863,-0.135157853364944,"37"
-1.16194903850555,0.301000326871872,"37"
-1.27552163600922,0.0524604022502899,"37"
-1.17663180828094,0.371990889310837,"37"
-0.866817772388458,0.228946655988693,"37"
-1.08590066432953,0.450000494718552,"37"
-1.06834065914154,0.209108084440231,"37"
-1.15153777599335,0.0971607863903046,"37"
-1.12746226787567,0.35970613360405,"37"
-1.20138108730316,0.396594732999802,"37"
-1.12181890010834,0.347508162260056,"37"
-1.11174666881561,0.104546278715134,"37"
-1.34206902980804,0.189355581998825,"37"
-1.03409659862518,0.401533335447311,"37"
-2.05517292022705,-0.179466038942337,"37"
-1.36825501918793,-0.243475705385208,"37"
-1.90480291843414,-0.546064615249634,"37"
-0.676401436328888,0.372532099485397,"37"
-0.667159378528595,0.403112858533859,"37"
-1.71339070796967,-0.455915957689285,"37"
-1.15004050731659,0.456051081418991,"37"
-1.03257977962494,0.148628205060959,"37"
-1.5529807806015,-0.224465876817703,"37"
-0.542008697986603,0.349189966917038,"37"
-1.95459568500519,-0.460648328065872,"37"
-1.02579724788666,0.199747294187546,"37"
-1.15957248210907,0.45651838183403,"37"
-1.03182590007782,0.391976803541183,"37"
-0.988641560077667,0.392534703016281,"37"
-1.54254615306854,0.385517328977585,"37"
-0.887987434864044,0.107356518507004,"37"
-0.084248848259449,0.215117424726486,"37"
-1.27832639217377,-0.0104639828205109,"37"
-0.780668556690216,0.369307488203049,"37"
-0.887134850025177,0.417401760816574,"37"
-1.1594318151474,0.182337492704391,"37"
-1.8856588602066,0.377544611692429,"37"
-0.382231056690216,0.34108492732048,"37"
-0.362421810626984,0.423989027738571,"37"
-1.20282876491547,0.386372536420822,"37"
-0.819195568561554,0.15913650393486,"37"
-1.12671887874603,0.267065972089767,"37"
-0.467469036579132,0.352231711149216,"37"
-1.52457463741302,0.0572724044322968,"37"
-1.12525928020477,0.324200361967087,"37"
-1.12759578227997,-0.253892689943314,"37"
-1.59111344814301,0.259911507368088,"37"
-1.40321004390717,0.451695173978806,"37"
-1.20270478725433,0.110992878675461,"37"
-0.77989274263382,0.254353731870651,"37"
-1.11951386928558,0.378060549497604,"37"
-1.29503619670868,-0.158185511827469,"37"
-1.09190118312836,0.233049839735031,"37"
-1.2638977766037,0.18175932765007,"37"
-1.18152272701263,0.327465265989304,"37"
-0.355545341968536,0.322211712598801,"37"
-1.15656983852386,0.246206015348434,"37"
-1.03468596935272,0.108741730451584,"37"
-1.326380610466,0.14282962679863,"37"
-0.842613041400909,0.311542958021164,"37"
-1.43907248973846,0.165140837430954,"37"
-0.797588646411896,0.431535691022873,"37"
-1.80187261104584,-0.524587392807007,"37"
-1.16090381145477,0.091236799955368,"37"
-0.33355313539505,0.38155409693718,"37"
-2.40936279296875,-0.02411749958992,"37"
-0.61071902513504,0.244268625974655,"37"
-1.41633927822113,0.283759564161301,"37"
-1.38187062740326,0.270893305540085,"37"
-1.58119666576385,0.219544142484665,"37"
-1.32822263240814,0.109755724668503,"37"
-1.28215253353119,0.258821934461594,"37"
-0.649391949176788,0.394431322813034,"37"
-0.794550240039825,0.412867277860641,"37"
-0.72262841463089,0.378235071897507,"37"
-0.926336109638214,0.413188427686691,"37"
-0.108426876366138,0.256283491849899,"37"
-1.85103642940521,-0.470835715532303,"37"
-1.12807214260101,0.101712435483932,"37"
-1.32179343700409,-0.120085746049881,"37"
-1.07144820690155,0.436889618635178,"37"
-0.942941009998322,0.334402054548264,"37"
-0.836998760700226,0.306924790143967,"37"
-1.46098649501801,0.0939349830150604,"37"
-1.41517817974091,-0.564717054367065,"37"
-0.837430775165558,0.265939682722092,"37"
-1.12940299510956,0.0848011672496796,"37"
-1.65884387493134,-0.413428336381912,"37"
-1.09019982814789,0.104767054319382,"37"
-1.39193999767303,0.0156035125255585,"37"
-0.855130970478058,0.416013211011887,"37"
-1.50842702388763,0.0242607295513153,"37"
-1.42913091182709,0.319322794675827,"37"
-1.62300384044647,-0.472837001085281,"37"
-1.15798985958099,0.517084836959839,"37"
-1.56644999980927,0.460135191679001,"37"
-0.396914780139923,0.416368931531906,"37"
-1.39894759654999,0.37702152132988,"37"
-1.62501323223114,0.196369618177414,"37"
-1.70939576625824,-0.306520491838455,"37"
-1.50394284725189,-0.00606611371040344,"37"
-1.31543815135956,-0.104820758104324,"37"
-0.478311359882355,0.377556055784225,"37"
-0.608960926532745,0.389562338590622,"37"
-1.68214786052704,0.414224117994308,"37"
-1.45775830745697,-0.343941003084183,"37"
-0.927202999591827,0.0913390815258026,"37"
-1.28695499897003,-0.0260780155658722,"37"
-0.620722591876984,0.394484728574753,"37"
-1.10245311260223,0.236565798521042,"37"
-0.800432503223419,0.360128849744797,"37"
-1.03758418560028,0.354703634977341,"37"
-1.19041097164154,-0.248112231492996,"37"
-1.42724359035492,0.422764748334885,"37"
-0.619031250476837,0.441400021314621,"37"
-1.09038722515106,0.44917294383049,"37"
-1.32511794567108,-0.281531602144241,"37"
-0.931290924549103,0.0769064128398895,"37"
-1.05237710475922,0.131718128919601,"37"
-0.975711643695831,0.118743866682053,"37"
-1.0975798368454,0.424161404371262,"37"
-1.48381650447845,0.424343556165695,"37"
-1.43620240688324,-0.218223601579666,"37"
-1.50034654140472,0.238288134336472,"37"
-1.08219945430756,0.423959940671921,"37"
-2.96760392189026,0.252043455839157,"37"
-0.93427449464798,0.225963324308395,"37"
-1.250359416008,0.193078011274338,"37"
-1.18317973613739,-0.174009829759598,"37"
-1.48046958446503,0.415142983198166,"37"
-0.859597027301788,0.439249724149704,"37"
-1.74981772899628,0.085792750120163,"37"
-0.641370117664337,0.392364233732224,"37"
-0.915933907032013,0.436267822980881,"37"
-0.999790966510773,0.283723086118698,"37"
-1.55131900310516,0.098833292722702,"37"
-1.52437102794647,-0.379958182573318,"37"
-1.57397925853729,-0.0951953232288361,"37"
-1.11860644817352,0.462145775556564,"37"
-2.14290118217468,0.272494047880173,"37"
-0.474424183368683,0.372899740934372,"37"
-0.715180218219757,0.472728222608566,"37"
-1.44849622249603,-0.0850322544574738,"37"
-1.18599689006805,0.0383088290691376,"37"
-1.00454127788544,0.165836304426193,"37"
-1.28564298152924,-0.00201490521430969,"37"
-1.12164580821991,0.259709805250168,"37"
-0.969024002552032,0.186425179243088,"37"
-1.26680147647858,-0.00541570782661438,"37"
-0.871915638446808,0.017351359128952,"37"
-1.21337258815765,-0.241387397050858,"37"
-1.0499142408371,0.551864147186279,"37"
-2.07966709136963,-0.828564167022705,"37"
-1.43374335765839,-0.267515450716019,"37"
-0.86929589509964,0.300895899534225,"37"
-0.967458546161652,0.277898758649826,"37"
-1.39302003383636,0.230331391096115,"37"
-1.54404294490814,0.333677500486374,"37"
-1.08707654476166,0.453922480344772,"37"
-1.88597476482391,0.388600796461105,"37"
-1.52680480480194,-0.220598012208939,"37"
-1.04648673534393,0.358875721693039,"37"
-0.656355202198029,0.438893765211105,"37"
-1.30051028728485,0.320389717817307,"37"
-0.770974934101105,0.414556235074997,"37"
-1.30740106105804,0.0442166030406952,"37"
-0.655725300312042,0.288025110960007,"37"
-1.76778852939606,0.31460377573967,"37"
-1.40017688274384,0.190334767103195,"37"
