"V1","V2","angle"
-0.620637118816376,1.44937419891357,"37"
-0.345278412103653,1.88556945323944,"37"
-0.655219316482544,1.40623211860657,"37"
-0.652638554573059,1.33738338947296,"37"
-0.859080672264099,1.05720996856689,"37"
-0.438051819801331,1.80456948280334,"37"
-0.855494499206543,1.06153225898743,"37"
-0.361060529947281,1.5678094625473,"37"
0.210833609104156,2.62238478660583,"37"
-0.586712539196014,1.48183059692383,"37"
-0.472481220960617,1.64028751850128,"37"
-0.84892338514328,1.01660430431366,"37"
-0.235366016626358,2.03249502182007,"37"
-0.651740908622742,1.38757288455963,"37"
-0.510632157325745,1.51350069046021,"37"
-0.465625911951065,1.5393762588501,"37"
-0.648741900920868,1.17953252792358,"37"
-0.470270961523056,1.62880039215088,"37"
-0.227254599332809,1.71342694759369,"37"
-0.62211000919342,1.52953398227692,"37"
-0.742508172988892,1.35321164131165,"37"
-0.7370924949646,1.21725857257843,"37"
-0.55445796251297,1.54355657100677,"37"
-0.59332263469696,1.59315466880798,"37"
-0.474400013685226,1.68217742443085,"37"
-0.527685284614563,1.47789263725281,"37"
-0.655333042144775,1.40296745300293,"37"
-0.647176265716553,1.39597260951996,"37"
-0.728679418563843,1.27421808242798,"37"
-0.464892238378525,1.63742434978485,"37"
-0.73643696308136,1.24293398857117,"37"
-0.475686997175217,1.68707156181335,"37"
-0.547182977199554,1.43629539012909,"37"
-0.684230804443359,1.4176561832428,"37"
-0.643229842185974,1.31950700283051,"37"
-0.698561489582062,1.29094636440277,"37"
-0.350065976381302,1.76920640468597,"37"
-0.754192352294922,1.29535281658173,"37"
-0.330572217702866,1.87809336185455,"37"
-0.669253706932068,1.38426411151886,"37"
-0.616428434848785,1.42841064929962,"37"
-0.707855939865112,1.25221359729767,"37"
-0.308141499757767,2.0233108997345,"37"
-0.085126556456089,2.30534934997559,"37"
-0.731606662273407,1.30917286872864,"37"
-0.580476880073547,1.45777058601379,"37"
-0.617364108562469,1.42723774909973,"37"
-0.826160073280334,1.1370462179184,"37"
-0.639466643333435,1.41472065448761,"37"
-0.561923384666443,1.57775926589966,"37"
-0.593131184577942,1.27781081199646,"37"
-0.547541618347168,1.45300185680389,"37"
